Rank,symbol,name,exchange,industry,market_cap,z_score_rank,m_score_rank,f_score_rank,pe_ratio_rank,forward_pe_rank,forward_growth_rank,pb_ratio_rank,asset_growth_rank,ret_1y_rank,off_max_15_rank,roe_rank,basic_nri_pct_diff_rank,eps_rsd_rank,eps_gr_rank,ss_demand_rank,ss_util_rank,accruals_rank,roa_rank,issuance_rank,noa_rank,profitability_rank,beta_rank
272,ISLE,Isle of Capri Casinos Inc,NAS (USA),Travel & Leisure,598,0.060133589,0.069830123,0.405480241,,0.460286793,,0.949634287,0.121281035,0.58371745,0.311593528,0.68686917,0.987347562,0.438746641,,0.513119443,0.086334581,0.25871687,0.160680677,0.509840005,0.038324733,0.509914787,0.764209754
273,NLNK,NewLink Genetics Corp,NAS (USA),Biotechnology,1515,0.36735477,,0.665193702,0.670828888,0.007217192,,0.904624375,0.361316432,0.412893882,0.638464055,0.070396903,0.1392944,0.121698536,,0.136142258,0.631144471,0.994241963,0.444719548,0.081187653,0.821411221,0.606329973,0.098276494
274,ABAX,Abaxis Inc,NAS (USA),Medical Diagnostics & Research,1428,0.976271188,0.174536798,0.055259701,0.37027958,0.592592626,0.011988826,0.512433623,0.914888895,0.054110826,0.298442266,0.252366075,0.768552214,0.859940629,0.063669947,0.139341601,0.807033563,0.448269141,0.565014852,0.793424277,0.3240649,0.111578718,0.03190319
275,ATML,Atmel Corp,NAS (USA),Semiconductors,3471,0.208556699,0.021452365,0.32833184,0.88783598,0.92684978,,0.491818049,0.345539075,0.934275958,0.310889806,0.644136238,,0.747305777,,0.288951138,0.057620655,0.382001713,0.038597284,0.464518217,0.377165661,0.359275273,0.578474514
276,RSO,Resource Capital Corp,NYSE (USA),REITs,603,0.125896896,,0.658096264,0.330297538,0.362833938,,0.049010674,0.833725991,0.875061863,0.138209971,0.556898364,0.481141045,0.213740297,,0.773608221,0.318566544,,0.030940866,0.443950199,,,0.393656032
277,ARE,Alexandria Real Estate Equities Inc,NYSE (USA),REITs,6755,0.136066874,,0.023087553,0.541087752,0.952778855,,0.839569997,0.518643758,0.821323578,0.242771762,0.082169875,,0.024631613,0.046520085,0.503214265,0.79885299,,0.950614153,0.1761014,,,0.13953062
278,COHR,Coherent Inc,NAS (USA),Computer Hardware,1656,0.738444042,0.939630956,0.11230269,0.413949493,0.119979739,,0.342097886,0.014737562,0.277347269,0.859512488,0.456159156,0.127252444,0.154650289,,0.001939867,0.355160062,0.863263434,0.586957753,0.04733048,0.670416333,0.61082932,0.64613128
279,OSIR,Osiris Therapeutics Inc,NAS (USA),Biotechnology,565,0.600825997,0.451974505,0.272672965,,0.522597996,,0.546288347,0.471182129,0.234523724,0.309191662,0.471396594,0.841173778,0.504318522,,0.558178246,0.214576492,0.48209254,0.565054621,0.252625907,0.23126257,0.301484393,0.093325999
280,EVTC,Evertec Inc,NYSE (USA),Application Software,1654,0.52264517,,,0.27102552,0.39031478,,0.070039993,0.831211574,0.454060016,0.055531536,0.795759723,0.124837318,0.133462176,,0.985863318,0.334833758,0.656688116,0.637849427,0.370103197,0.120915757,0.562306995,0.046387972
281,GIII,G-III Apparel Group Ltd,NAS (USA),Manufacturing - Apparel & Furniture,2642,0.532741538,0.246340168,0.208012742,0.987091514,0.270267235,,0.642941251,0.3958776,0.038372797,0.279755365,0.349457251,0.972371449,0.510175736,,0.392545361,0.794475923,0.053141578,0.274840752,0.25367995,0.138802116,0.955556534,0.619361936
282,MAA,Mid-America Apartment Communities,NYSE (USA),REITs,5690,0.775781453,0.18268408,0.146782654,0.074064368,0.578689849,,0.448206095,0.564928475,0.515028314,0.221507908,0.369416892,0.140315823,0.428362714,0.719707004,0.582651735,0.600665869,0.570176053,0.0053058,0.531909621,0.876409656,0.048840832,0.042354235
283,ATVI,Activision Blizzard Inc,NAS (USA),Application Software,16909,0.565695065,0.097998554,0.83565316,0.789332325,0.030695894,,0.08594441,0.233621011,0.227812466,0.196380266,0.759509866,0.096918861,0.354660375,0.176216419,0.066485739,0.930148767,0.796125172,0.751248296,0.941864436,0.197550068,0.219967555,0.785478548
284,AWH,Allied World Assurance Co Holdings AG,NYSE (USA),Insurance - Property & Casualty,4008,0.470838615,,0.59574488,0.217572815,0.681819999,,0.28437472,0.672212336,0.445283369,0.859584319,0.335949891,0.313870976,0.450358932,,0.265378049,0.58309935,,0.049071144,0.126522425,,,0.130179685
285,TAP,Molson Coors Brewing Co,NYSE (USA),Beverages - Alcoholic,14114,0.520217076,0.738914366,0.169192985,0.776412944,0.62225062,,0.516733601,0.473190763,0.580417486,0.091028778,0.321831122,0.36201335,0.062557775,0.178075956,0.822414882,0.425797164,0.534367039,0.357065514,0.143709381,0.089583189,0.687893765,0.657315732
286,MANT,Mantech International Corp,NAS (USA),Application Software,1221,0.105107615,0.46828895,0.414387715,0.992348232,0.108454125,,0.68416922,0.036190325,0.56388435,0.111020693,0.667907781,0.213888376,0.439560488,,0.206773251,0.175031759,0.552994378,0.736408694,0.756955077,0.605225578,0.335179014,0.758342501
287,KRC,Kilroy Realty Corp,NYSE (USA),REITs,6393,0.646690216,0.985179245,0.534333918,0.009446352,0.182553283,,0.264871658,0.003360667,0.3334115,0.718594121,0.564730284,0.199650274,0.412350095,0.581580141,0.017003532,0.62361011,0.126620226,0.106318864,0.884448601,0.539721898,0.539426908,0.095709571
288,MXIM,Maxim Integrated Products Inc,NAS (USA),Semiconductors,9955,0.845077969,0.857100356,0.289483385,0.352765213,0.040166072,0.008209048,0.453677132,0.553804594,0.744189024,0.027243434,0.191238516,,0.258489351,0.893909104,0.920679061,0.336151534,0.2932092,0.203402936,0.298710893,0.49597303,0.399745686,0.252108544
289,OMG,OM Group Inc,NYSE (USA),Chemicals,925,0.004345097,0.911191085,0.964883737,,0.4211206,,0.692666024,0.597952812,0.339742736,0.010501756,0.755115484,,0.019895091,,0.02670846,0.404680928,0.174197329,0.88848745,0.262530341,0.206333266,0.017639665,0.83186652
290,MPAA,Motorcar Parts of America Inc,NAS (USA),Autos,511,0.334523482,0.134582282,0.304129225,0.165243343,0.414665634,,0.611496009,0.273278361,0.560712494,0.647166985,0.011541762,0.629160695,0.372241884,,0.188238841,0.004882604,0.08504585,0.7955546,0.346941659,0.826077603,0.464268765,0.946461313
291,CLI,Mack-Cali Realty Corp,NYSE (USA),REITs,1629,0.78760258,0.120981655,0.181165771,0.889114498,0.047326514,,0.209151021,0.757240261,0.876741734,0.485807936,0.451351544,,0.268361075,,0.993527897,0.651165348,0.259658927,0.445116917,0.301452976,0.436154809,0.020517722,0.241657499
292,NWSA,News Corp,NAS (USA),Entertainment,9013,0.696861588,,,0.47741246,0.043471568,0.843998007,0.580957185,0.668879359,0.218591351,0.257422352,0.17563359,0.120159281,0.086827798,,0.095197859,0.230951744,0.39651019,0.890201105,0.972858974,0.048815762,0.78756127,0.423725706
293,AWK,American Water Works Co Inc,NYSE (USA),Utilities - Regulated,9687,0.51445983,,0.937089328,0.056413553,0.181440064,,0.083476969,0.339906792,0.458191038,0.45472367,0.756338635,0.390239349,0.667004927,,0.181778621,0.675681857,0.750342831,0.4268661,0.264291514,0.304739737,0.056897856,0.095709571
294,EXTR,Extreme Networks Inc,NAS (USA),Communication Equipment,251,0.74775662,0.319716345,0.441642276,,0.564885857,,0.051806982,0.738336838,0.094547205,0.311505015,0.000373717,,0.939238565,,0.218198325,0.561852704,0.527321051,0.793960041,0.068380138,0.403907469,0.024571738,0.734690136
295,LLY,Eli Lilly and Co,NYSE (USA),Drug Manufacturers,80233,0.195399077,0.977775918,0.164397263,0.076281052,0.123878444,,0.433876166,0.582459336,0.717480042,0.292112032,0.559161552,0.020716898,0.207500814,,0.950404608,0.736372642,0.39995661,0.594680916,0.75947279,0.049622478,0.101473205,0.103960396
296,PII,Polaris Industries Inc,NYSE (USA),Autos,9192,0.125296283,0.431474798,0.337307973,0.623727594,0.765188712,,0.926484009,0.521316835,0.146363803,0.187403654,0.852596603,0.247957564,0.141628928,0.383209744,0.548671457,0.012351406,0.024044825,0.339722679,0.956872323,0.433488044,0.556403345,0.453061973
297,VRNS,Varonis Systems Inc,NAS (USA),Application Software,682,0.061719496,,,,0.535922943,,0.503861152,0.059600133,0.41035319,0.773928862,0.99492276,,0.505988363,,0.138552514,0.014864412,0.432550553,0.497618833,0.318408968,0.711190216,0.334043694,
298,AMAG,AMAG Pharmaceuticals Inc,NAS (USA),Biotechnology,1466,0.600649606,0.016781871,0.381193174,0.476683049,0.538810722,,0.131768035,0.619831797,0.403585906,0.717102185,0.128921101,0.608168454,0.732233971,,0.242172921,0.383635458,0.163811992,0.256230899,0.315104586,0.832676795,0.399933319,0.500183352
299,CCOI,Cogent Communications Holdings Inc,NAS (USA),Communication Services,1591,0.779034553,0.243488664,0.234462324,0.730544939,0.190838944,,0.228697619,0.989631928,0.101892062,0.052360139,0.924810993,,0.346380677,,0.242970323,0.26269837,0.733076801,0.85594196,0.82361126,0.351474015,7.41672E-05,0.194169417
300,SLAB,Silicon Laboratories Inc,NAS (USA),Semiconductors,2229,0.182079771,0.079346363,0.543667467,0.128601391,0.912689568,,0.621083563,0.117460679,0.513545693,0.586508787,0.954095386,0.62922196,0.373186683,0.028133045,0.63790703,0.200850842,0.18698588,0.060057476,0.241322619,0.751935326,0.317765435,0.459112578
301,FEYE,FireEye Inc,NAS (USA),Application Software,6770,0.594522353,,,,0.292011973,,0.361382472,0.062439219,0.996470229,0.230234952,0.543449313,,0.397674712,,0.463315691,0.341186146,0.423484279,0.934682438,0.080727851,0.021858248,0.554791967,
302,VTR,Ventas Inc,NYSE (USA),REITs,24080,0.742522712,0.767910987,0.199923599,0.781903777,0.613699645,,0.540462905,0.897158671,0.519311538,0.393277875,0.17040843,0.752520296,0.329265446,0.130280604,0.433902171,0.741998052,0.140599433,0.343777431,0.260541808,0.394657325,0.00509846,0.022185552
303,IPI,Intrepid Potash Inc,NYSE (USA),Agriculture,903,0.72085048,0.201473884,0.438064482,0.673013212,0.392404744,,0.461383587,0.521821757,0.496400234,0.200716355,0.772788207,0.973709093,0.133589403,0.008134846,0.118443614,0.887037137,0.2272116,0.690158178,0.01662491,0.283593584,0.36132047,0.500183352
304,CBF,Capital Bank Financial Corp,NAS (USA),Banks,1351,0.52956628,,0.584938987,0.923444737,0.484421845,,0.127232339,0.126317504,0.758552769,0.642297478,0.212780532,0.219605254,0.210567923,0.946656601,0.389026085,0.870330591,,0.154193204,0.402449186,,,0.066006601
305,FLIR,FLIR Systems Inc,NAS (USA),Computer Hardware,4224,0.545617105,0.358836374,0.167996493,0.633194119,0.947434161,,0.691131425,0.454196915,0.346048824,0.947744047,0.988998653,0.274483848,0.003778524,0.220330793,0.247834934,0.162127892,0.030832667,0.307155317,0.613158286,0.521312667,0.315109186,0.263109644
306,MITT,AG Mortgage Investment Trust Inc,NYSE (USA),REITs,551,0.708494936,,0.012700075,0.763655091,0.195827544,,0.27656245,0.231163011,0.464917465,0.21893115,0.958544487,0.424421692,0.692104256,,0.161139527,0.959942707,0.368707078,0.051265855,0.652744839,0.082610371,0.892632268,0.219655299
307,ETR,Entergy Corp,NYSE (USA),Utilities - Regulated,14027,0.429638865,0.355923848,0.105841871,0.345925316,0.97860347,,0.187791121,0.683888936,0.292942598,0.54534114,0.00603115,0.840114131,0.284753045,0.543205686,0.263292533,0.278475454,0.346260668,0.929225033,0.805734943,0.01554432,0.434565894,0.086725339
308,FIVE,Five Below Inc,NAS (USA),Retail - Apparel & Specialty,1920,0.386745402,,,0.6050447,0.068379219,0.57430859,0.850849118,0.38482124,0.154123068,0.0269826,0.458207303,0.563092496,0.16578659,,0.30984185,0.713232827,0.391156922,0.713315152,0.346940912,0.489228552,0.052865357,0.926475981
309,CMG,Chipotle Mexican Grill Inc,NYSE (USA),Restaurants,21484,0.172997082,0.196171731,0.479763985,0.501491269,0.069392073,,0.535256606,0.546201397,0.89332905,0.348099415,0.400391452,0.607061615,0.148805846,0.454997697,0.078829789,0.351106314,0.592804441,0.769919206,0.46229893,0.417196338,0.716930085,0.180418042
310,OMC,Omnicom Group Inc,NYSE (USA),Advertising & Marketing Services,18909,0.98108545,0.138878466,0.846687004,0.999357187,0.229847665,,0.395373293,0.006932919,0.253272964,0.068039852,0.406330558,0.801890015,0.411298576,0.197377413,0.600256476,0.564686696,0.085710577,0.494088198,0.116777696,0.998853238,0.21618515,0.612577924
311,TECD,Tech Data Corp,NAS (USA),Computer Hardware,2133,0.676866085,0.108660786,0.494874285,0.752647941,0.249931198,,0.700751066,0.163353659,0.359701202,0.417432218,0.712961112,0.184774708,0.387159948,,0.508564876,0.057027666,0.646325128,0.414466625,0.343580293,0.606832963,0.441709797,0.530619729
312,HCBK,Hudson City Bancorp Inc,NAS (USA),Banks,4956,0.80916323,,0.32624711,0.157792007,0.54947144,,0.433682078,0.14619647,0.483744521,0.012219078,0.283237971,0.306079039,0.621928088,,0.015712206,0.646085373,,0.339249014,0.957863343,,,0.393656032
313,NCLH,Norwegian Cruise Line Holdings Ltd,NAS (USA),Travel & Leisure,11723,0.094765156,0.691841851,0.722141291,0.851301564,0.567714338,,0.444868594,0.466760153,0.467238286,0.051640201,0.244960063,,0.618983314,0.150222018,0.678277862,0.266999529,0.281180073,0.256282117,0.0894786,0.821206321,0.683798946,
314,HUBG,Hub Group Inc,NAS (USA),Transportation & Logistics,1394,0.220603872,0.952390325,0.391393199,0.990581932,0.340699624,,0.271162132,0.292562242,0.553673599,0.082617441,0.574096146,0.065075976,0.961763123,0.284733102,0.982251787,0.262142707,0.819771491,0.462136912,0.158220567,0.425388601,0.083761019,0.263109644
315,CTB,Cooper Tire & Rubber Co,NYSE (USA),Autos,2453,0.279840252,0.60433769,0.030648201,0.45114078,0.176708497,,0.460264431,0.829889088,0.59869986,0.652590988,0.682482117,0.14826075,0.313114709,,0.16932848,0.515318231,0.639623998,0.839740768,0.015737443,0.291132317,0.746795936,0.033186652
316,DCO,Ducommun Inc,NYSE (USA),Aerospace & Defense,344,0.943522283,0.167185552,0.129012422,0.826725878,0.225604881,,0.789800543,0.126455074,0.497813772,0.764101848,0.140723525,0.279538634,0.50403636,,0.078297214,0.332743943,0.066442119,0.984588925,0.349937301,0.382043806,0.905396135,0.36156949
317,NDSN,Nordson Corp,NAS (USA),Industrial Products,4902,0.640143447,0.224014671,0.338968604,0.642895995,0.408766615,,0.154764107,0.413053427,0.391278058,0.363138809,0.863054987,0.415327065,0.057088634,,0.086839217,0.683929015,0.887775131,0.088332463,0.268419607,0.554241345,0.751682255,0.440410708
318,BBG,Bill Barrett Corporation,NYSE (USA),Oil & Gas - E&P,506,0.592887812,0.503725798,0.136000273,0.056513905,0.524017755,,0.352447809,0.029642145,0.448084861,0.525535452,0.088001034,0.765145072,0.393817851,,0.581416243,0.228435364,0.688701752,0.010684297,0.391070861,0.143178059,0.956380865,0.676384305
319,LAD,Lithia Motors Inc,NYSE (USA),Autos,2691,0.385985483,0.47631953,0.13753096,0.090892107,0.380560996,,0.083269783,0.032224744,0.281066503,0.697043185,0.295366034,0.701719641,0.1282359,,0.477969425,0.990154696,0.757521956,0.698919768,0.013917641,0.16151731,0.548083254,0.78896223
320,HVT,Haverty Furniture Companies Inc,NYSE (USA),Retail - Apparel & Specialty,501,0.95315137,0.321795667,0.155686175,0.687047498,0.039417015,,0.41705273,0.772403511,0.348103629,0.071292003,0.225582548,,0.750752678,,0.438443502,0.245187392,0.567189535,0.025586263,0.839608838,0.780772697,0.362844913,0.299229923
321,GXP,Great Plains Energy Inc,NYSE (USA),Utilities - Regulated,4102,0.231177355,,0.452818772,0.597650329,0.620067622,,0.2490928,0.683211909,0.423183139,0.74627197,0.351087491,0.484753358,0.382971278,0.299307808,0.228479945,0.7614105,0.184358272,0.266001418,0.035717066,0.655165713,0.778946608,0.204987165
322,GLRE,Greenlight Capital Re Ltd,NAS (USA),Insurance - Specialty,1141,0.511919093,,0.359686639,0.738576053,0.061712879,,0.003679939,0.363463092,0.508985905,0.431125158,0.370568966,0.953844141,0.924315798,,0.706191105,0.428309701,,0.364199954,0.106601563,,,0.252108544
323,NEWM,New Media Investment Group Inc.,NYSE (USA),Publishing,972,0.244927533,,,,0.264644126,,0.371576962,0.554629831,0.51876367,0.274880296,0.20017672,0.727715782,0.984426408,,0.169724433,0.803345726,0.721339692,0.187622631,0.124434661,0.355918244,0.267402839,
324,OTTR,Otter Tail Corp,NAS (USA),Utilities - Regulated,1182,0.335141858,,0.64075487,0.528349862,0.275061016,,0.335434677,0.124360724,0.049358514,0.433330052,0.225226135,0.43146542,0.264269592,,0.768024359,0.694186927,0.358840418,0.860441738,0.427510194,0.403508098,0.432559112,0.559039237
325,CMCO,Columbus McKinnon Corp,NAS (USA),Farm & Construction Machinery,496,0.331566277,0.751848857,0.144161626,0.13810113,0.117557174,,0.235646937,0.688928068,0.503683444,0.183530675,0.615876496,0.380148448,0.270785423,,0.550751486,0.972051969,0.650873106,0.102151493,0.380677338,0.452606692,0.056927818,0.652181885
326,GTY,Getty Realty Corp,NYSE (USA),REITs,588,0.418331835,0.168872088,0.157194026,0.601307199,0.240804677,,0.258651688,0.481126865,0.743621293,0.938994267,0.259784975,,0.229198177,0.756715425,0.141562466,0.36627477,0.708822756,0.907084642,0.601699513,0.276076191,0.257058527,0.130179685
327,CPA,Copa Holdings SA,NYSE (USA),Airlines,4755,0.23353266,0.243475712,0.252922676,0.528093526,0.910711392,,0.760842236,0.137924307,0.221843165,0.707763477,0.319295716,0.807368273,0.682298566,0.67936014,0.139346467,0.039097716,0.190787056,0.788744773,0.28977069,0.249733978,0.442888237,0.372387239
328,SAAS,inContact Inc,NAS (USA),Application Software,635,0.653662695,0.664477923,0.075007222,,0.317143599,,0.139443786,0.699954476,0.953035573,0.016342107,0.062302383,,0.691336711,,0.179781578,0.411338197,0.905347547,0.178155317,0.752928074,0.138610521,0.079929353,0.707004034
329,KORS,Michael Kors Holdings Ltd,NYSE (USA),Manufacturing - Apparel & Furniture,12491,0.043480812,0.192952239,0.431348299,0.877267378,0.505580551,0.716389279,0.388957144,0.038997448,0.207633368,0.4237225,0.396874522,0.769022352,0.407316626,0.264074248,0.833797579,0.849185796,0.039643215,0.80744524,0.023834145,0.73117353,0.208633141,0.619361936
330,NNA,Navios Maritime Acquisition Corp,NYSE (USA),Transportation & Logistics,596,0.445097395,0.697859416,0.104024921,0.01417234,0.562778648,,0.982301536,0.315692348,0.39578139,0.128640259,0.573642342,0.25042059,0.5885092,,0.543866446,0.491499157,0.206905333,0.022387449,0.399703,0.478313863,0.258037305,0.612577924
331,OMER,Omeros Corp,NAS (USA),Biotechnology,928,0.102075397,0.666839613,0.478537477,,0.730677903,,,0.644905006,0.24153138,0.666718627,,,0.720481487,,0.150504072,0.146966936,0.116015247,0.627448144,0.29714017,0.072735484,0.334110003,0.79336267
332,AXAS,Abraxas Petroleum Corp,NAS (USA),Oil & Gas - E&P,383,0.274225626,0.645493719,0.045344243,0.458406414,0.030840611,,0.039822793,0.475716197,0.9513048,0.704484934,0.806589146,0.413517218,0.453159059,,0.686530994,0.020541244,0.108257875,0.355454305,0.301872201,0.199289358,0.828821282,0.722772277
333,ENR,Energizer Holdings Inc,NYSE (USA),Consumer Packaged Goods,8610,0.987320267,0.885286243,0.114782824,0.153362856,0.300941663,0.817030757,0.154105592,0.436847661,0.996051825,0.628307253,0.282915109,0.116024373,0.26904121,0.360847557,0.204454128,0.434359003,0.979860006,0.310954804,0.201527217,0.111043363,0.039239085,0.285111845
334,TAHO,Tahoe Resources Inc,NYSE (USA),Metals & Mining,2697,0.589740572,,0.874979396,0.729312745,0.530606772,,0.118986108,0.629583407,0.776398342,0.300565748,0.569571575,0.1235148,0.237062439,,,,0.168446636,0.922924197,0.679220174,0.0068513,0.04111178,0.223689036
335,PAYX,Paychex Inc,NAS (USA),Employment Services,17820,0.869272247,0.434327144,0.96022996,0.94847573,0.315299838,0.095560344,0.337273128,0.720114372,0.806051429,0.099567748,0.071249708,0.071163906,0.198402883,0.945375932,0.482571623,0.063878227,0.77685013,0.698493818,0.250601508,0.195768744,0.117431393,0.410891089
336,RKUS,Ruckus Wireless Inc,NYSE (USA),Computer Hardware,1068,0.694725404,0.05758894,0.464159645,0.575428215,0.063307917,,0.855262255,0.789514694,0.35330132,0.086151192,0.509924554,0.392872115,0.604854269,,0.238611772,0.939405486,0.669761969,0.006478767,0.888145783,0.225953665,0.054951842,0.177117712
337,MYGN,Myriad Genetics Inc,NAS (USA),Medical Diagnostics & Research,2380,0.23310295,0.078712027,0.242655209,0.422432411,0.402945804,0.97129678,0.264694985,0.098234561,0.173431622,0.677133572,0.942649017,0.202910524,0.977711795,,0.148413042,0.333146252,0.587703872,0.900596041,0.27547909,0.61858368,0.325492587,0.042354235
338,ANF,Abercrombie & Fitch Co,NYSE (USA),Retail - Apparel & Specialty,1533,0.228154805,0.777913848,0.394944567,0.522224611,0.347038255,0.033051031,0.281036224,0.45923525,0.010865609,0.540172911,0.10674999,0.50669899,0.799524808,0.407742229,0.492272718,0.824564125,0.22608065,0.148075106,0.711264602,0.594555008,0.120390853,0.917858453
339,ANN,Ann Inc,NYSE (USA),Retail - Apparel & Specialty,1761,0.455837348,0.527401206,0.823028366,0.66675598,0.183367023,0.040971348,0.387036631,0.656520815,0.369228878,0.667484552,0.628791903,0.72670061,0.910038254,,0.006027756,0.695880188,0.379240624,0.174124496,0.028967787,0.441220676,0.122615152,0.278694536
340,BGS,B&G Foods Inc,NYSE (USA),Consumer Packaged Goods,1610,0.131143172,0.315877052,0.813652347,0.482829338,0.364855762,,0.866862545,0.034224771,0.488006329,0.927359611,0.225490898,0.341731216,0.88513041,0.81310022,0.14026621,0.366253293,0.028155621,0.441116932,0.631676776,0.058764605,0.571175159,0.059222589
341,HCT,American Realty Capital Healthcare Trust Inc,NAS (USA),REITs,2015,0.08447491,,,,0.083400415,,0.764991993,0.011908212,0.699050877,,0.349712142,,0.579889865,,,0.758271586,0.812383048,0.261386907,0.188053075,0.384514982,0.550772994,
342,IMS,IMS Health Holdings Inc,NYSE (USA),Application Software,9279,0.309910072,,,,0.753370542,,0.441323266,0.975871877,0.679765369,0.589749723,0.529266783,0.264875207,0.171214848,,0.13576354,0.952281893,0.334419892,0.255150624,0.138367548,0.235063625,0.44306636,0.024752475
343,FLDM,Fluidigm Corp,NAS (USA),Medical Diagnostics & Research,1260,0.952788305,0.662158949,0.280536728,,0.086541233,,0.482926414,0.216233363,0.419139875,0.974581555,0.054164254,,0.625729556,,0.197947914,0.855082149,0.523714335,0.010211539,0.598036418,0.020433281,0.100296722,0.600293363
344,SSI,Stage Stores Inc,NYSE (USA),Retail - Apparel & Specialty,663,0.26446938,0.132728345,0.856163311,0.384182353,0.357072433,,0.434510043,0.194304629,0.804383373,0.397164273,0.4965115,0.772949854,0.680657278,,0.02006022,0.39642573,0.061256838,0.586472163,0.588636892,0.787236914,0.092016478,0.1703337
345,MW,Men's Wearhouse,NYSE (USA),Retail - Apparel & Specialty,2713,0.260779942,0.366557068,0.073213609,,0.96970355,,0.428114393,0.321923308,0.437953932,0.129087415,0.387920388,,0.06528858,,0.128167358,0.074314466,0.583870535,0.833808115,0.974222356,0.742242714,0.238963728,0.652181885
346,ATRI,Atrion Corp,NAS (USA),Medical Instruments & Equipment,626,0.030882996,0.965629002,0.927512139,0.154930491,0.082502658,,0.881655895,0.029183099,0.927724746,0.167013213,0.253720557,0.512764227,0.316724459,0.095838702,0.418300361,0.217104794,0.471470137,0.272797953,0.027683163,0.824787152,0.433921743,0.670517052
347,AGIO,Agios Pharmaceuticals Inc,NAS (USA),Biotechnology,4006,0.193399268,,,,0.741743497,,0.167500362,0.185607128,0.539719526,0.824249415,0.563822477,,0.518279934,,0.22106691,0.129956335,0.030239439,0.265515163,0.482301244,0.493728098,0.579039515,0.888155482
348,UDR,UDR Inc,NYSE (USA),REITs,8469,0.015311576,0.870836928,0.740482112,0.732656333,0.675972484,,0.643988753,0.043847988,0.912194014,0.972428047,0.088981374,0.171817239,0.099834753,,0.069706361,0.356711262,0.199165266,0.81476553,0.173435109,0.635797593,0.566303011,0.055922259
349,N,NetSuite Inc,NYSE (USA),Application Software,7258,0.683118435,0.494101122,0.316281364,,0.122886717,,0.34497877,0.49650748,0.140484351,0.942925388,0.293407233,,0.18933024,,0.882041747,0.220454342,0.634772771,0.80681922,0.183066361,0.602946934,0.0720904,0.257609094
350,YORW,York Water Co,NAS (USA),Utilities - Regulated,303,0.35096823,0.754868476,0.41709848,0.377712647,0.19218167,,0.133517007,0.88090974,0.971052934,0.962589646,0.139824585,0.055766799,0.337836737,0.190603953,0.355027511,0.293118456,0.170501836,0.002188945,0.945230014,0.721508331,0.401067671,0.263109644
351,ONVO,Organovo Holdings Inc,AMEX (USA),Medical Diagnostics & Research,360,0.975047503,0.220787396,0.732490207,,0.824028716,,0.901398303,,0.037181779,0.020972933,0.39298572,,0.330551906,,0.425446841,0.397233634,0.203686156,0.46323569,0.211688769,,0.659277106,0.035936927
352,EPIQ,Epiq Systems Inc,NAS (USA),Application Software,616,0.733688225,0.429320709,0.209422574,,0.652747088,,0.866562224,0.147518695,0.267092943,0.614331791,0.9528123,,0.189031121,,0.262191899,0.133921604,0.102648512,0.864445773,0.260741413,0.75793016,0.091375221,0.150715072
353,RICE,Rice Energy Inc,NYSE (USA),Oil & Gas - E&P,3039,0.812162557,,,0.462779043,0.096017933,,0.07860471,0.296888118,0.993924723,0.134704938,0.234107436,0.483475788,0.930264223,,0.159582733,0.723973379,0.119139387,0.314650748,0.713170112,0.691616532,0.050960852,
354,NTRS,Northern Trust Corp,NAS (USA),Asset Management,16785,0.057544288,,0.199858761,0.875129526,0.683693546,,0.23996489,0.11215061,0.874752166,0.295367834,0.323540125,0.319751403,0.328550616,0.721308108,0.082993684,0.696370749,,0.638356945,0.915951935,,,0.343234323
355,AIV,Apartment Investment & Management Company,NYSE (USA),REITs,5928,0.482061359,0.217800703,0.858591072,0.084100704,0.874235782,,0.304548148,0.43441917,0.706833036,0.984361814,0.489163538,0.391663248,0.155326291,,0.931117559,0.00255301,0.036461067,0.174320739,0.727468926,0.12456897,0.198618316,0.022185552
356,CHCO,City Holding Co,NAS (USA),Banks,726,0.446214589,,0.225052372,0.608190314,0.435904136,,0.143179352,0.607868559,0.586361984,0.193282899,0.407919943,0.544841171,0.327012013,0.6769271,0.231329845,0.782633393,,0.224251785,0.369598455,,,0.632563256
357,CSX,CSX Corp,NYSE (USA),Transportation & Logistics,34925,0.411602268,0.292526841,0.892923143,0.41648563,0.575758262,,0.119607768,0.690727537,0.667896538,0.873067593,0.406065518,0.32295134,0.406547672,0.180223793,0.923727859,0.172673047,0.504461867,0.256043588,0.05521051,0.072658813,0.142178176,0.578474514
358,HCP,HCP Inc,NYSE (USA),REITs,19744,0.366658964,0.152204212,0.807352698,0.841896999,0.690842768,,0.389200161,0.144266634,0.503368482,0.266432605,0.033282112,0.619966745,0.58521853,0.650537887,0.132061378,0.073490533,0.653637093,0.876302442,0.274943814,0.980836894,0.318105823,0.026769344
359,IRF,International Rectifier,NYSE (USA),Semiconductors,2858,0.065695534,0.943752313,0.189963084,0.333009854,0.527183817,,0.576508167,0.823887967,,0.932756409,0.721312744,0.212697156,0.23307307,,,0.181414592,0.242821423,0.575348171,0.004889939,0.279998151,0.328525258,
360,UCFC,United Community Financial Corporation,NAS (USA),Banks,270,0.821328461,,0.419453768,0.547152048,0.076430867,,0.11032421,0.097751208,0.600575207,0.923096428,0.229856853,0.663539369,0.655629075,,0.650272889,0.316553771,,0.223392626,0.526020059,,,0.101026769
